Rank,Previous Rank,University,Country,Region,Size,Focus,Research,Status,Academic Reputation SCORE,Academic Reputation  RANK,Employer Reputation SCORE,Employer Reputation RANK,Faculty Student Ratio SCORE,Faculty Student Ratio RANK,Citations per Faculty SCORE,Citations per Faculty RANK,International Faculty  SCORE,International Faculty  RANK,International Student SCORE,International student  RANK,International Students Diversity SCORE,International Students Diversity RANK,International Research Network SCORE,International Research Network RANK,Employment Outcomes SCORE,Employment Outcomes RANK,Sustainability SCORE,Sustainability RANK,Overall SCORE,Ranking_Source,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
85,84,Tokyo Institute of Technology,Japan,Asia,M,FO,VH,Public,85.0,80.0,95.7,45.0,87.6,115.0,54.2,339.0,29.8,587,43.4,464.0,46.6,446.0,67.8,57100%,33.5,504.0,74.2,253=,72.1,QS,,,,,,,,,,,
86,82,University of Leeds,United Kingdom,Europe,XL,FC,VH,Public,81.8,90.0,82.1,98.0,39.7,512.0,48.8,380.0,89.7,224,96.3,108.0,96.5,93.0,99.2,1300%,62.9,250.0,76.4,219=,72,QS,,,,,,,,,,,
87,80,University of Southampton,United Kingdom,Europe,L,FC,VH,Public,62.6,163.0,55.9,214.0,40.1,504.0,87.8,111.0,96.8,153,98.6,82.0,98.6,69.0,97.4,3200%,58.6,279.0,95.1,23,71.2,QS,,,,,,,,,,,
88,108,Boston University,United States of America,Americas,L,FC,VH,Private not for Profit,75.3,111.0,86.7,83.0,40.6,497.0,61.9,273.0,40.0,500,92.8,150.0,93.3,124.0,84.9,25600%,86.9,127.0,73.7,264,71.1,QS,,,,,,,,,,,
88,97,Freie Universität Berlin,Germany,Europe,L,FC,VH,Public,88.3,71.0,66.4,160.0,8.3,801.0,84.3,128.0,73.8,322,56.0,373.0,60.2,340.0,94.4,9200%,46.9,374.0,65.4,391,71.1,QS,,,,,,,,,,,
88,89,Purdue University,United States of America,Americas,XL,FC,VH,Public,74.3,115.0,92.7,62.0,16.4,801.0,62.4,265.0,96.4,159,55.3,377.0,59.6,344.0,91.0,15700%,81.0,153.0,88.4,74=,71.1,QS,,,,,,,,,,,
91,86,The University of Osaka,Japan,Asia,L,FC,VH,Public,90.5,67.0,90.0,73.0,45.6,430.0,65.8,242.0,25.2,649,21.1,709.0,27.2,651.0,72.0,50000%,51.4,330.0,79.5,180=,71,QS,,,,,,,,,,,
92,105,The University of Sheffield,United Kingdom,Europe,L,FC,VH,Public,73.0,122.0,61.7,186.0,50.3,378.0,68.4,226.0,81.6,281,98.0,89.0,98.1,76.0,96.8,4200%,47.9,363.0,94.3,27,70.9,QS,,,,,,,,,,,
93,103,Uppsala University,Sweden,Europe,L,FC,VH,Public,74.7,113.0,48.1,268.0,66.3,260.0,55.9,318.0,99.7,106,82.9,207.0,84.5,174.0,95.9,6000%,82.9,145.0,94.4,26,70.3,QS,,,,,,,,,,,
94,89,Durham University,United Kingdom,Europe,L,FC,VH,Public,74.1,117.0,91.9,64.0,37.3,539.0,42.9,441.0,99.2,123,94.5,134.0,94.9,111.0,90.9,16100%,53.6,316.0,95.2,22,70.1,QS,,,,,,,,,,,
94,96,University of Alberta,Canada,Americas,XL,FC,VH,Public,70.9,133.0,53.0,230.0,44.6,443.0,71.5,204.0,99.4,119,78.6,229.0,80.6,199.0,94.5,9000%,77.1,169.0,90.7,58,70.1,QS,,,,,,,,,,,
96,88,University of Technology Sydney,Australia,Oceania,L,CO,VH,Public,58.7,180.0,66.7,159.0,11.8,801.0,99.3,33.0,97.6,146,91.7,151.0,92.3,128.0,89.7,17700%,52.3,323.0,92.0,47,69.9,QS,,,,,,,,,,,
97,108,The University of Nottingham,United Kingdom,Europe,XL,FC,VH,Public,75.4,110.0,78.4,110.0,44.5,444.0,48.6,382.0,92.7,202,78.5,231.0,80.6,201.0,97.4,3000%,53.7,313.0,92.9,36=,69.4,QS,,,,,,,,,,,
98,102,Karlsruhe Institute of Technology (KIT),Germany,Europe,L,FO,VH,Public,57.1,194.0,87.4,82.0,48.9,397.0,77.1,168.0,83.8,265,56.9,363.0,61.1,330.0,86.9,21900%,61.5,254.0,79.5,180=,69.1,QS,,,,,,,,,,,
98,111,Politecnico di Milano,Italy,Europe,XL,CO,VH,Public,83.4,84.0,90.1,72.0,9.3,801.0,53.9,343.0,74.4,317,69.3,281.0,72.3,252.0,87.0,21500%,72.0,199.0,72.9,275=,69.1,QS,,,,,,,,,,,
100,109,University of Zurich (UZH),Switzerland,Europe,L,FO,VH,Public,71.0,132.0,43.5,308.0,95.2,72.0,52.3,361.0,100.0,82,57.8,357.0,43.1,482.0,93.5,11400%,90.8,97.0,69.8,318,68.5,QS,,,,,,,,,,,
101,100,University of Copenhagen,Denmark,Europe,XL,FC,VH,Public,85.5,79.0,41.7,324.0,99.6,34.0,36.6,512.0,87.3,241,26.5,640.0,19.9,765.0,98.0,2200%,94.4,77.0,76.3,221,68.4,QS,,,,,,,,,,,
102,98,Pohang University of Science And Technology (POSTECH),Republic of Korea,Asia,S,FO,VH,Private not for Profit,61.3,166.0,83.3,94.0,99.9,27.0,98.3,45.0,31.6,568,4.2,801.0,8.3,801.0,29.6,80100%,16.0,801.0,64.3,415=,67.9,QS,,,,,,,,,,,
103,145,Nanjing University,China (Mainland),Asia,XL,FC,VH,Public,72.1,128.0,61.2,188.0,37.2,541.0,99.0,39.0,82.9,273,15.9,799.0,12.0,801.0,69.5,54100%,39.7,440.0,59.5,513,67.7,QS,,,,,,,,,,,
103,105,Utrecht University,Netherlands,Europe,XL,FC,VH,Public,79.3,100.0,49.2,258.0,39.5,514.0,77.9,165.0,63.4,367,30.5,586.0,22.8,723.0,97.8,2300%,73.2,194.0,75.1,235,67.7,QS,,,,,,,,,,,
105,94,Lomonosov Moscow State University,Russian Federation,Europe,L,FC,VH,Public,83.7,83.0,87.9,80.0,99.9,26.0,7.3,801.0,25.5,641,96.0,112.0,96.1,97.0,87.0,21400%,98.3,37.0,48.8,734=,67.6,QS,,,,,,,,,,,
105,99,Rheinisch-Westfälische Technische Hochschule Aachen,Germany,Europe,L,FC,VH,Public,57.7,187.0,95.7,46.0,10.7,801.0,79.7,157.0,59.6,393,93.0,146.0,93.5,122.0,86.0,23700%,55.9,298.0,82.9,135=,67.6,QS,,,,,,,,,,,
107,109,Technical University of Denmark,Denmark,Europe,M,FO,VH,Public,44.8,264.0,36.2,396.0,98.4,49.0,90.9,99.0,100.0,52,95.9,113.0,96.1,96.0,87.1,21300%,60.5,269.0,68.0,351=,67.5,QS,,,,,,,,,,,
108,92,Universidade de São Paulo (USP),Brazil,Americas,XL,FC,VH,Public,97.3,40.0,81.0,102.0,30.5,623.0,40.3,467.0,9.2,801,3.5,801.0,8.5,801.0,95.3,7600%,98.8,31.0,89.0,70,67.3,QS,,,,,,,,,,,
109,107,Tohoku University,Japan,Asia,L,FC,VH,Public,84.5,82.0,86.5,84.0,98.2,52.0,35.5,519.0,20.5,705,19.4,739.0,25.5,678.0,70.1,52900%,36.5,474.0,82.0,149=,66.7,QS,,,,,,,,,,,
110,120,Queen Mary University of London (QMUL),United Kingdom,Europe,L,FC,VH,Public,63.6,160.0,47.1,277.0,31.0,618.0,83.4,134.0,99.9,100,99.9,45.0,99.9,34.0,91.9,14600%,40.1,438.0,82.4,144=,66.6,QS,,,,,,,,,,,
110,116,University of Wisconsin-Madison,United States of America,Americas,XL,FC,VH,Public,85.7,78.0,63.1,172.0,84.3,141.0,28.1,606.0,57.7,400,37.0,527.0,42.6,488.0,88.9,19200%,91.0,96.0,72.5,281=,66.6,QS,,,,,,,,,,,
112,122,Qatar University,Qatar,Asia,M,FC,VH,Public,43.3,273.0,56.5,208.0,73.8,206.0,73.3,188.0,100.0,26,98.6,83.0,98.6,70.0,89.6,17900%,98.9,29.0,72.2,289=,66.5,QS,,,,,,,,,,,
113,104,University of St Andrews,United Kingdom,Europe,M,FO,VH,Public,61.5,165.0,74.9,127.0,63.8,278.0,51.3,368.0,98.8,131,99.7,47.0,99.7,36.0,87.7,20800%,28.9,575.0,86.2,97,66.4,QS,,,,,,,,,,,
114,113,Aalto University,Finland,Europe,L,FO,VH,Public,57.5,189.0,56.1,212.0,35.1,564.0,79.6,160.0,97.2,147,60.0,343.0,63.9,312.0,80.9,33200%,97.1,55.0,88.3,77,66.3,QS,,,,,,,,,,,
114,130,"University of California, Davis",United States of America,Americas,XL,FC,VH,Public,72.7,125.0,70.1,146.0,28.3,675.0,66.5,237.0,86.5,250,61.9,327.0,65.6,298.0,90.8,16500%,38.0,457.0,79.8,174,66.3,QS,,,,,,,,,,,
116,93,Pontificia Universidad Católica de Chile,Chile,Americas,L,FC,VH,Private not for Profit,98.0,36.0,98.6,29.0,35.1,562.0,14.2,801.0,42.0,482,7.8,801.0,11.9,801.0,81.2,32800%,99.9,13.0,80.0,169=,66.1,QS,,,,,,,,,,,
116,117,University of Helsinki,Finland,Europe,L,CO,VH,Public,74.5,114.0,37.7,370.0,66.9,256.0,62.7,262.0,78.5,305,13.1,801.0,19.1,779.0,96.1,5700%,94.2,80.0,95.6,18,66.1,QS,,,,,,,,,,,
118,126,University College Dublin,Ireland,Europe,L,FC,VH,Public,66.5,149.0,57.6,204.0,19.7,801.0,62.0,272.0,99.5,112,89.6,170.0,90.5,144.0,89.0,18800%,92.2,88.0,91.7,49=,66,QS,,,,,,,,,,,
119,141,Leiden University,Netherlands,Europe,XL,FC,VH,Public,80.4,97.0,46.3,288.0,30.3,629.0,64.9,249.0,89.7,225,68.4,288.0,50.9,408.0,94.3,9300%,61.2,263.0,58.6,530=,65.7,QS,,,,,,,,,,,
119,141,Rice University,United States of America,Americas,M,CO,VH,Private not for Profit,50.6,221.0,51.0,245.0,74.9,196.0,81.6,148.0,91.3,215,96.6,104.0,96.8,91.0,66.3,60500%,45.7,381.0,81.5,156,65.7,QS,,,,,,,,,,,
119,119,University of Oslo,Norway,Europe,L,FC,VH,Public,67.8,143.0,27.7,498.0,78.4,176.0,67.7,232.0,95.8,167,46.0,439.0,34.3,560.0,96.8,4300%,86.6,129.0,72.3,286=,65.7,QS,,,,,,,,,,,
119,115,University of Waterloo,Canada,Americas,XL,CO,VH,Public,53.0,209.0,74.2,130.0,8.8,801.0,88.3,108.0,81.5,283,76.6,247.0,78.9,219.0,83.5,28500%,72.0,201.0,90.5,60,65.7,QS,,,,,,,,,,,
123,114,Georgia Institute of Technology,United States of America,Americas,XL,CO,VH,Public,76.0,107.0,92.8,61.0,32.4,595.0,54.2,340.0,21.5,692,60.4,339.0,64.2,308.0,79.0,36800%,67.5,228.0,66.1,376=,65.5,QS,,,,,,,,,,,
123,150,Indian Institute of Technology Delhi (IITD),India,Asia,M,FO,VH,Public,67.9,142.0,95.0,50.0,21.9,792.0,93.1,86.0,3.2,801,1.9,801.0,6.3,801.0,66.9,59000%,50.5,340.0,79.9,172=,65.5,QS,,,,,,,,,,,
125,123,RMIT University,Australia,Oceania,XL,CO,VH,Public,55.1,202.0,60.3,191.0,7.2,801.0,91.3,96.0,100.0,45,95.2,125.0,95.5,106.0,83.1,29200%,49.9,345.0,87.9,80=,65.3,QS,,,,,,,,,,,
126,123,Sungkyunkwan University,Republic of Korea,Asia,L,FC,VH,Private not for Profit,68.4,139.0,75.6,125.0,83.8,149.0,62.3,269.0,24.2,659,57.6,359.0,61.6,326.0,49.5,80100%,44.2,400.0,74.7,243=,65.2,QS,,,,,,,,,,,
126,138,Universiti Kebangsaan Malaysia (UKM),Malaysia,Asia,L,FC,VH,Public,76.2,106.0,76.4,119.0,78.7,174.0,30.1,587.0,50.1,439,94.7,129.0,94.0,114.0,86.1,23500%,35.5,485.0,74.7,243=,65.2,QS,,,,,,,,,,,
128,132,Sapienza University of Rome,Italy,Europe,XL,FC,VH,Public,90.7,65.0,66.4,161.0,7.8,801.0,62.9,261.0,4.0,801,14.8,801.0,20.9,749.0,95.9,6100%,91.5,92.0,81.9,151=,64.9,QS,,,,,,,,,,,
129,118,Indian Institute of Technology Bombay (IITB),India,Asia,L,FO,VH,Public,73.3,120.0,96.7,39.0,16.1,801.0,82.9,136.0,6.5,801,1.6,801.0,1.5,801.0,46.6,80100%,72.6,198.0,75.2,232=,64.8,QS,,,,,,,,,,,
130,126,Humboldt-Universität zu Berlin,Germany,Europe,XL,FC,VH,Public,94.3,47.0,75.3,126.0,10.5,801.0,43.4,435.0,75.7,314,47.6,424.0,35.5,541.0,95.0,8500%,27.5,603.0,58.4,536=,64.5,QS,,,,,,,,,,,
131,144,Aarhus University,Denmark,Europe,L,FC,VH,Public,68.3,140.0,41.7,325.0,42.4,472.0,74.1,183.0,96.7,157,25.5,654.0,19.1,777.0,96.3,5200%,79.4,164.0,73.2,271=,64.3,QS,,,,,,,,,,,
132,150,University of Bath,United Kingdom,Europe,L,CO,VH,Public,48.9,233.0,81.6,100.0,20.5,801.0,75.9,173.0,95.6,170,86.8,187.0,88.0,156.0,85.3,25000%,50.7,337.0,83.8,127=,64.2,QS,,,,,,,,,,,
132,133,University of Science and Technology of China,China (Mainland),Asia,L,CO,VH,Public,57.6,188.0,50.6,248.0,98.1,56.0,99.4,30.0,14.9,801,7.8,801.0,13.5,801.0,74.4,45700%,42.8,410.0,55.3,596=,64.2,QS,,,,,,,,,,,
134,148,Universiti Putra Malaysia (UPM),Malaysia,Asia,L,FC,VH,Public,75.7,108.0,73.4,133.0,66.8,258.0,38.3,487.0,45.2,467,98.4,84.0,98.5,71.0,86.8,22100%,23.2,666.0,68.9,331=,64.1,QS,,,,,,,,,,,
134,146,Universiti Sains Malaysia (USM),Malaysia,Asia,L,FC,VH,Public,77.6,104.0,79.8,104.0,47.6,410.0,38.4,486.0,34.7,539,99.3,57.0,99.3,48.0,92.5,13700%,29.1,568.0,74.5,249,64.1,QS,,,,,,,,,,,
136,94,Universidad Nacional Autónoma de México (UNAM),Mexico,Americas,XL,FC,VH,Public,99.2,28.0,95.9,43.0,47.1,419.0,4.1,801.0,10.0,801,5.4,801.0,10.7,801.0,93.6,11000%,97.9,47.0,82.2,146=,64,QS,,,,,,,,,,,
137,129,Newcastle University,United Kingdom,Europe,L,FC,VH,Public,62.9,162.0,68.7,152.0,49.5,388.0,49.1,379.0,92.5,205,81.0,220.0,82.8,185.0,95.8,6500%,40.5,433.0,90.9,56,63.9,QS,,,,,,,,,,,
138,133,Alma Mater Studiorum - University of Bologna,Italy,Europe,XL,FC,VH,Public,90.6,66.0,67.5,156.0,6.0,801.0,51.9,363.0,29.9,585,26.5,639.0,32.5,583.0,95.6,6700%,67.4,229.0,83.2,133,63.3,QS,,,,,,,,,,,
138,133,Macquarie University,Australia,Oceania,L,FC,VH,Public,47.7,242.0,56.7,206.0,13.6,801.0,85.8,119.0,100.0,86,97.3,98.0,97.5,86.0,91.0,15600%,62.2,252.0,90.6,59,63.3,QS,,,,,,,,,,,
140,136,Eindhoven University of Technology,Netherlands,Europe,M,FO,VH,Public,40.5,296.0,77.3,115.0,43.6,455.0,81.9,146.0,100.0,87,95.7,119.0,95.9,101.0,74.3,45900%,33.1,512.0,74.1,255=,63.2,QS,,,,,,,,,,,
140,158,Erasmus University Rotterdam,Netherlands,Europe,L,FO,VH,Public,49.4,230.0,74.8,129.0,20.7,801.0,75.7,174.0,81.8,280,81.6,216.0,60.8,333.0,81.8,31800%,94.0,81.0,62.2,454=,63.2,QS,,,,,,,,,,,
140,155,"University of North Carolina, Chapel Hill",United States of America,Americas,L,FC,VH,Public,72.2,127.0,55.5,216.0,85.6,129.0,47.9,389.0,31.1,577,25.0,663.0,31.1,602.0,89.5,18100%,74.0,188.0,83.9,126,63.2,QS,,,,,,,,,,,
143,200,King Saud University,Saudi Arabia,Asia,XL,FC,VH,Public,54.8,204.0,57.7,201.0,55.7,336.0,65.6,244.0,100.0,89,29.2,600.0,35.2,549.0,96.8,4100%,99.4,23.0,63.1,439=,63.1,QS,,,,,,,,,,,
144,154,Texas A&M University,United States of America,Americas,XL,FC,VH,Public,72.9,124.0,81.5,101.0,6.2,801.0,75.5,175.0,28.0,608,20.7,717.0,15.6,801.0,93.0,12400%,63.8,244.0,61.0,480=,63,QS,,,,,,,,,,,
145,147,Technische Universität Berlin,Germany,Europe,L,CO,VH,Public,64.6,156.0,79.4,107.0,70.6,221.0,34.3,533.0,64.2,361,84.5,197.0,85.9,168.0,89.0,18700%,47.6,367.0,68.3,344=,62.8,QS,,,,,,,,,,,
146,125,University of Southern California,United States of America,Americas,XL,FC,VH,Private not for Profit,61.2,167.0,69.6,150.0,19.6,801.0,66.2,240.0,15.8,786,81.2,219.0,82.9,184.0,87.8,20400%,98.0,45.0,92.1,45=,62.6,QS,,,,,,,,,,,
147,128,Stockholm University,Sweden,Europe,L,CO,VH,Public,65.1,155.0,29.5,484.0,28.3,678.0,73.6,186.0,83.0,271,79.4,224.0,59.1,346.0,96.7,4500%,90.5,102.0,72.1,291=,62.5,QS,,,,,,,,,,,
147,159,University of Groningen,Netherlands,Europe,XL,FC,VH,Public,67.2,147.0,41.6,326.0,56.2,331.0,53.0,353.0,95.4,174,89.4,173.0,66.6,293.0,93.4,11800%,53.5,317.0,67.6,355=,62.5,QS,,,,,,,,,,,
147,165,University of Liverpool,United Kingdom,Europe,L,FC,VH,Public,60.7,171.0,48.8,264.0,37.3,538.0,61.7,276.0,92.4,206,91.1,157.0,91.8,133.0,97.0,3900%,47.8,364.0,92.4,42=,62.5,QS,,,,,,,,,,,
150,171,University of Cape Town,South Africa,Africa,L,FC,VH,Public,58.2,183.0,62.3,179.0,14.6,801.0,75.4,176.0,66.1,353,27.9,615.0,33.9,562.0,97.7,2400%,97.7,49.0,92.1,45=,62.3,QS,,,,,,,,,,,
151,120,Western University,Canada,Americas,L,FC,VH,Public,42.3,282.0,53.5,227.0,5.2,801.0,93.5,84.0,100.0,85,68.7,283.0,71.7,254.0,83.6,28200%,98.0,42.0,94.0,30=,62,QS,,,,,,,,,,,
152,137,University of Vienna,Austria,Europe,XL,FC,VH,Public,82.3,88.0,46.4,285.0,31.0,617.0,22.2,682.0,100.0,71,96.6,103.0,96.8,90.0,96.3,5300%,92.8,85.0,71.8,294=,61.9,QS,,,,,,,,,,,
153,181,Universiti Teknologi Malaysia (UTM),Malaysia,Asia,L,CO,VH,Public,64.0,158.0,72.1,139.0,58.8,309.0,57.8,302.0,15.5,797,91.4,155.0,92.1,132.0,90.6,16700%,19.9,730.0,69.2,326=,61.6,QS,,,,,,,,,,,
153,155,Wageningen University & Research,Netherlands,Europe,L,CO,VH,Public,55.0,203.0,34.4,420.0,99.5,37.0,54.8,329.0,72.0,329,90.7,159.0,91.5,134.0,97.2,3400%,32.9,516.0,91.2,53,61.6,QS,,,,,,,,,,,
155,169,University of Exeter,United Kingdom,Europe,L,FC,VH,Public,57.9,186.0,58.5,198.0,42.0,480.0,55.8,320.0,94.8,181,77.8,235.0,79.9,206.0,95.8,6600%,40.9,428.0,93.9,32,61.5,QS,,,,,,,,,,,
155,155,University of Geneva,Switzerland,Europe,L,FC,VH,Public,55.3,201.0,34.8,414.0,47.4,414.0,70.3,214.0,100.0,54,98.6,81.0,98.6,68.0,92.1,14400%,63.1,249.0,66.5,370,61.5,QS,,,,,,,,,,,
157,141,Lancaster University,United Kingdom,Europe,L,FC,VH,Public,51.2,217.0,45.8,296.0,36.1,555.0,77.5,166.0,96.4,161,93.3,141.0,93.8,117.0,87.0,21600%,38.2,452.0,89.2,68=,61.4,QS,,,,,,,,,,,
158,131,University of Basel,Switzerland,Europe,M,FC,VH,Public,34.0,357.0,20.7,639.0,70.2,229.0,94.2,80.0,100.0,47,91.4,156.0,68.0,284.0,90.4,17000%,74.9,183.0,88.4,74=,61.3,QS,,,,,,,,,,,
159,162,Hanyang University,Republic of Korea,Asia,L,FC,VH,Private not for Profit,58.2,184.0,81.9,99.0,81.7,159.0,42.9,440.0,23.7,664,70.1,279.0,73.0,249.0,65.5,61500%,54.5,307.0,82.8,137,61.2,QS,,,,,,,,,,,
160,165,University of Barcelona,Spain,Europe,XL,FC,VH,Public,84.9,81.0,48.9,262.0,19.0,801.0,47.8,391.0,39.9,501,40.8,484.0,46.2,451.0,96.4,5000%,77.0,170.0,84.7,115=,61,QS,,,,,,,,,,,
161,152,Michigan State University,United States of America,Americas,XL,FC,VH,Public,67.3,146.0,62.9,174.0,13.9,801.0,61.2,280.0,67.2,348,21.1,708.0,27.3,649.0,97.6,2700%,75.6,180.0,94.2,28,60.9,QS,,,,,,,,,,,
162,169,Ghent University,Belgium,Europe,XL,FC,VH,Public,68.2,141.0,39.1,350.0,84.5,140.0,32.4,557.0,83.4,267,33.8,549.0,39.5,504.0,99.2,1100%,84.9,136.0,94.0,30=,60.8,QS,,,,,,,,,,,
163,149,King Abdul Aziz University (KAU),Saudi Arabia,Asia,XL,FC,VH,Public,67.5,145.0,76.6,118.0,41.4,490.0,47.8,390.0,83.1,270,9.2,801.0,14.9,801.0,95.0,8400%,44.9,392.0,77.5,206=,60.7,QS,,,,,,,,,,,
164,152,Nagoya University,Japan,Asia,L,FC,VH,Public,74.2,116.0,71.5,141.0,84.2,144.0,38.2,491.0,22.6,681,27.6,619.0,33.6,568.0,66.0,61000%,39.2,443.0,74.1,255=,60.3,QS,,,,,,,,,,,
165,139,Chalmers University of Technology,Sweden,Europe,M,FO,VH,Private not for Profit,34.6,350.0,56.6,207.0,59.5,303.0,80.9,152.0,100.0,56,74.3,257.0,76.8,226.0,77.0,40500%,53.3,319.0,82.7,138=,60.2,QS,,,,,,,,,,,
166,163,Al-Farabi Kazakh National University,Kazakhstan,Asia,L,FC,HI,Public,60.7,172.0,86.3,85.0,99.6,36.0,2.1,801.0,80.9,288,83.2,204.0,79.3,213.0,75.7,42600%,66.2,234.0,62.8,443,59.8,QS,,,,,,,,,,,
167,171,Washington University in St. Louis,United States of America,Americas,L,FC,VH,Private not for Profit,46.5,251.0,25.7,529.0,99.8,31.0,62.6,263.0,93.1,199,81.8,214.0,83.5,182.0,74.8,44500%,55.1,301.0,85.8,102=,59.6,QS,,,,,,,,,,,
168,159,University of Montreal,Canada,Americas,XL,FC,VH,Public,66.1,151.0,44.0,303.0,79.5,171.0,26.3,621.0,91.5,214,66.4,301.0,69.6,271.0,88.7,19500%,65.4,239.0,89.9,65,59.5,QS,,,,,,,,,,,
169,184,University of York,United Kingdom,Europe,L,FC,VH,Public,56.8,197.0,42.3,317.0,55.8,335.0,53.8,344.0,92.4,208,75.4,253.0,77.8,223.0,96.0,5800%,41.0,427.0,93.2,34,59.4,QS,,,,,,,,,,,
170,173,Hokkaido University,Japan,Asia,L,FC,VH,Public,71.5,129.0,68.8,151.0,76.8,185.0,42.7,445.0,28.2,604,20.5,724.0,26.6,664.0,77.5,39300%,26.4,617.0,78.5,192=,59.3,QS,,,,,,,,,,,
170,167,Kyushu University,Japan,Asia,L,FC,VH,Public,71.3,130.0,72.1,140.0,87.1,121.0,34.2,534.0,24.5,657,39.0,502.0,44.5,468.0,76.4,41600%,20.9,710.0,74.8,241=,59.3,QS,,,,,,,,,,,
172,175,Universitat Autónoma de Barcelona,Spain,Europe,XL,FC,VH,Public,76.4,105.0,42.1,318.0,15.2,801.0,76.2,170.0,26.5,632,27.2,625.0,33.3,572.0,93.7,10500%,30.4,546.0,90.3,61=,59.2,QS,,,,,,,,,,,
173,200,Arizona State University,United States of America,Americas,XL,CO,VH,Public,63.9,159.0,63.3,171.0,9.5,801.0,61.5,277.0,72.5,326,53.2,385.0,57.7,353.0,95.2,8100%,42.2,415.0,85.8,102=,59.1,QS,,,,,,,,,,,
173,176,McMaster University,Canada,Americas,L,FC,VH,Public,52.5,211.0,43.6,307.0,61.8,289.0,56.6,311.0,94.6,184,66.3,302.0,69.6,273.0,84.3,27000%,60.0,271.0,86.6,93=,59.1,QS,,,,,,,,,,,
173,139,Universidad de Chile,Chile,Americas,XL,FC,VH,Public,91.9,61.0,92.0,63.0,10.9,801.0,18.2,747.0,12.2,801,8.1,801.0,13.1,801.0,77.9,38400%,97.6,50.0,69.5,321=,59.1,QS,,,,,,,,,,,
176,210,National Tsing Hua University,Taiwan,Asia,M,CO,VH,Public,67.0,148.0,77.1,116.0,34.2,574.0,73.5,187.0,26.7,630,37.3,522.0,40.4,501.0,42.1,80100%,25.4,633.0,57.8,546=,59,QS,,,,,,,,,,,
177,202,Khalifa University of Science and Technology,United Arab Emirates,Asia,S,SP,VH,Public,34.3,356.0,42.8,314.0,83.2,152.0,83.9,131.0,100.0,11,83.0,206.0,82.5,186.0,81.1,32900%,12.6,801.0,68.1,349=,58.8,QS,,,,,,,,,,,
177,192,Tongji University,China (Mainland),Asia,XL,FC,VH,Public,45.2,261.0,41.2,331.0,31.2,613.0,99.6,27.0,92.6,204,47.4,425.0,52.4,393.0,74.6,44900%,33.4,507.0,77.2,210=,58.8,QS,,,,,,,,,,,
179,178,"University of California, Santa Barbara (UCSB)",United States of America,Americas,L,CO,VH,Public,65.3,154.0,32.4,442.0,9.3,801.0,99.0,38.0,81.3,286,27.5,620.0,20.6,753.0,75.4,43400%,25.6,628.0,65.2,393=,58.7,QS,,,,,,,,,,,
180,227,Indian Institute of Technology Madras (IITM),India,Asia,M,CO,VH,Public,56.8,196.0,85.8,87.0,21.3,801.0,90.2,102.0,3.1,801,3.2,801.0,7.4,801.0,45.6,80100%,45.8,380.0,73.0,274,58.4,QS,,,,,,,,,,,
181,186,Cardiff University,United Kingdom,Europe,L,FC,VH,Public,60.1,175.0,54.4,223.0,48.2,403.0,42.2,451.0,87.2,243,70.1,278.0,73.0,248.0,93.4,12000%,33.5,502.0,88.9,71=,57.8,QS,,,,,,,,,,,
182,196,Emory University,United States of America,Americas,L,FC,VH,Private not for Profit,34.5,353.0,37.7,369.0,92.8,88.0,85.7,120.0,70.0,335,49.6,411.0,54.3,378.0,85.0,25500%,42.4,413.0,63.5,432,57.7,QS,,,,,,,,,,,
183,174,Curtin University,Australia,Oceania,L,CO,VH,Public,46.3,254.0,39.3,348.0,17.7,801.0,89.6,104.0,100.0,57,54.3,382.0,58.7,348.0,94.2,9600%,37.9,459.0,82.0,149=,57.6,QS,,,,,,,,,,,
184,161,University of Bern,Switzerland,Europe,M,FC,VH,Public,38.0,313.0,26.0,520.0,49.0,394.0,99.3,32.0,100.0,58,52.9,389.0,57.4,356.0,95.5,6900%,37.2,466.0,68.9,331=,57.5,QS,,,,,,,,,,,
184,167,University of Wollongong,Australia,Oceania,L,FC,VH,Public,41.6,287.0,33.1,434.0,21.1,801.0,95.6,66.0,99.5,113,82.2,211.0,83.8,179.0,88.6,19700%,25.8,626.0,86.1,98=,57.5,QS,,,,,,,,,,,
186,194,Wuhan University,China (Mainland),Asia,XL,FC,VH,Public,53.6,205.0,46.7,283.0,21.3,801.0,98.0,46.0,47.1,452,10.7,801.0,8.2,801.0,77.8,38700%,58.9,276.0,60.8,491=,57.3,QS,,,,,,,,,,,
187,185,Tecnológico de Monterrey (ITESM),Mexico,Americas,XL,FC,HI,Private not for Profit,69.9,136.0,93.9,55.0,69.4,236.0,4.8,801.0,24.5,658,18.3,758.0,24.4,696.0,74.6,45100%,97.4,52.0,73.8,262=,57.1,QS,,,,,,,,,,,
187,164,University Complutense Madrid,Spain,Europe,XL,FC,VH,Public,78.5,101.0,73.9,131.0,41.6,486.0,12.8,801.0,18.2,736,32.9,561.0,38.7,511.0,92.7,13200%,97.3,53.0,80.4,163=,57.1,QS,,,,,,,,,,,
189,206,UNIVERSITAS INDONESIA,Indonesia,Asia,XL,FC,VH,Public,69.9,135.0,89.3,76.0,68.8,240.0,3.9,801.0,86.6,249,10.9,801.0,16.3,801.0,59.6,70100%,87.2,124.0,60.9,486=,57,QS,,,,,,,,,,,
