Rank_QS,Previous Rank,Name_QS,Country/Territory,Region,Size,Focus,Research,Status,Academic Reputation SCORE,Academic Reputation  RANK,Employer Reputation SCORE,Employer Reputation RANK,Faculty Student Ratio SCORE,Faculty Student Ratio RANK,Citations per Faculty SCORE,Citations per Faculty RANK,International Faculty  SCORE,International Faculty  RANK,International Student SCORE,International student  RANK,International Students Diversity SCORE,International Students Diversity RANK,International Research Network SCORE,International Research Network RANK,Employment Outcomes SCORE,Employment Outcomes RANK,Sustainability SCORE,Sustainability RANK,Overall SCORE,Rank_THE,Name_THE,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
781-790,741-750,Carleton University,Canada,Americas,L,CO,VH,Public,15.6,701,16.8,701,7.3,801,18.6,743,17.6,756,56.9,364.0,42.4,489.0,74.9,443.0,43.1,407,61.1,477=,-,580,Carleton University,Canada,27612,27.0,0.22,"2 days, 1:51:00",44.331,23.4,31.5,64.9,79.2,75.4,2026
781-790,851-900,Georgia State University,United States of America,Americas,L,FO,VH,Public,14.8,701,29.1,486,6.0,801,33.2,547,6.6,801,18.9,747.0,14.3,801.0,64.6,627.0,29.0,572,47.3,780=,-,590,Georgia State University,United States,32292,16.6,0.09,"2 days, 12:40:00",44.076,32.9,26.7,67.1,62.5,53.3,2026
781-790,801-850,Kuwait University,Kuwait,Asia,XL,FC,HI,Public,20.9,594,17.5,701,9.4,801,5.5,801,24.1,662,32.0,567.0,37.8,519.0,55.1,769.0,97.1,56,58.3,539=,-,1287,Kuwait University,Kuwait,29943,18.3,0.13,"3 days, 1:27:00",30.565,18.0,11.4,53.7,33.1,60.2,2026
781-790,791-800,University of Kentucky,United States of America,Americas,L,FC,VH,Public,15.0,701,15.0,701,19.2,801,32.1,561,18.2,739,5.7,801.0,4.5,801.0,77.3,401.0,24.4,651,59.6,509=,-,443,University of Kentucky,United States,28680,11.4,0.03,"2 days, 12:40:00",48.318,44.0,29.6,68.8,71.1,43.6,2026
781-790,781-790,University of Mons,Belgium,Europe,M,CO,VH,Public,7.0,701,8.1,701,5.2,801,53.2,349,40.9,491,47.0,432.0,50.6,409.0,43.6,801.0,7.3,801,54.4,613=,-,648,University of Mons,Belgium,8374,26.7,0.17,"2 days, 8:44:00",42.4409999999999,27.2,30.9,58.4,66.4,70.4,2026
781-790,741-750,V.N. Karazin Kharkiv National University,Ukraine,Europe,L,FC,HI,Public,14.3,701,30.2,470,70.5,222,1.9,801,4.4,801,67.8,291.0,69.0,276.0,35.2,801.0,4.6,801,46.2,801,-,1908,V.N. Karazin Kharkiv National University,Ukraine,17491,8.3,0.27,"2 days, 3:49:00",19.6645,26.8,11.2,12.1,35.2,46.3,2026
781-790,791-800,Wayne State University,United States of America,Americas,L,FC,VH,Public,9.0,701,6.8,701,70.3,228,18.0,752,17.9,747,10.5,801.0,8.1,801.0,69.8,536.0,34.1,499,66.9,363=,-,515,Wayne State University,United States,20958,12.7,0.05,"2 days, 11:41:00",45.876,38.9,22.1,72.1,80.1,42.1,2026
791-800,771-780,Chiba University,Japan,Asia,L,FC,VH,Public,22.5,555,12.5,701,65.8,261,17.8,755,11.3,801,7.9,801.0,12.1,801.0,30.2,801.0,6.2,801,48.7,737=,-,1055,Chiba University,Japan,13630,8.6,0.05,38 : 62,34.54,33.7,21.1,43.7,70.3,34.1,2026
791-800,801-850,Universiti Tunku Abdul Rahman (UTAR),Malaysia,Asia,M,FC,HI,Private not for Profit,19.4,636,43.9,304,19.2,801,13.4,801,15.8,784,8.0,801.0,11.9,801.0,51.7,801.0,5.1,801,57.7,548,-,1132,Universiti Tunku Abdul Rahman (UTAR),Malaysia,15730,12.9,0.13,"2 days, 4:48:00",33.1879999999999,20.8,17.8,51.5,63.5,52.0,2026
791-800,741-750,Wake Forest University,United States of America,Americas,M,FC,VH,Private not for Profit,7.4,701,18.9,688,100.0,6,11.9,801,6.2,801,16.0,798.0,12.1,801.0,38.8,801.0,28.3,589,42.2,801,-,431,Wake Forest University,United States,8289,3.4,0.1,"2 days, 8:44:00",48.6825,38.0,23.2,80.5,92.3,38.7,2026
801-850,851-900,AGH University of Krakow,Poland,Europe,L,CO,VH,Public,13.1,701,30.6,465,54.7,344,12.7,801,4.4,801,7.3,801.0,12.1,801.0,75.6,430.0,4.0,801,47.4,776=,-,1125,AGH University of Krakow,Poland,17827,10.2,0.04,33 : 67,33.3244999999999,32.7,21.6,39.8,71.6,34.8,2026
801-850,791-800,Alfaisal University,Saudi Arabia,Asia,S,FO,VH,Private not for Profit,7.9,701,5.9,701,31.7,605,21.8,687,100.0,29,96.7,102.0,92.4,127.0,28.1,801.0,5.7,801,31.0,801,-,586,Alfaisal University,Saudi Arabia,3443,11.3,0.37,"2 days, 10:42:00",44.2099999999999,24.2,19.5,73.7,50.4,97.2,2026
801-850,1001-1200,Azerbaijan State University of Economics,Azerbaijan,Asia,L,FO,HI,Public,21.2,587,37.2,379,36.7,548,1.5,801,32.0,563,10.7,801.0,13.9,801.0,11.7,801.0,51.5,329,39.2,801,-,905,Azerbaijan State University of Economics,Azerbaijan,13473,9.2,0.07,"1 day, 20:56:00",37.1509999999999,23.4,9.3,74.5,19.4,59.0,2026
801-850,771-780,Bournemouth University,United Kingdom,Europe,L,CO,VH,Public,8.0,701,11.0,701,8.1,801,29.4,594,84.7,261,47.7,422.0,52.6,391.0,76.3,418.0,7.7,801,43.4,801,-,471,Bournemouth University,United Kingdom,15605,19.9,0.24,"2 days, 6:46:00",47.175,18.8,21.7,89.3,46.4,89.2,2026
801-850,711-720,De Montfort University,United Kingdom,Europe,L,FO,VH,Public,6.4,701,9.5,701,6.8,801,16.7,770,81.4,284,96.4,107.0,96.6,92.0,57.1,734.0,10.5,801,64.5,409=,-,751,De Montfort University,United Kingdom,23655,20.6,0.47,"2 days, 0:52:00",40.111,17.7,16.4,70.5,50.4,92.9,2026
801-850,851-900,Donghua University,China (Mainland),Asia,L,CO,VH,Public,4.5,701,4.4,701,32.4,596,70.6,213,2.0,801,4.2,801.0,3.4,801.0,32.1,801.0,5.1,801,28.5,801,-,480,Donghua University,China,23520,12.2,0.07,"2 days, 0:52:00",46.924,32.9,25.2,77.8,93.2,37.9,2026
801-850,901-950,German Jordanian University,Jordan,Asia,S,FO,VH,Public,14.6,701,28.7,490,34.6,569,12.7,801,85.3,256,23.9,676.0,26.0,668.0,18.3,801.0,11.3,801,22.1,801,-,997,German Jordanian University,Jordan,2830,9.6,0.15,36 : 64,35.5169999999999,22.4,13.6,60.3,24.5,78.6,2026
801-850,791-800,Keele University,United Kingdom,Europe,M,FC,VH,Public,8.5,701,8.0,701,21.3,801,28.5,600,60.9,385,50.7,408.0,42.3,490.0,66.4,601.0,10.1,801,39.4,801,-,563,Keele University,United Kingdom,10370,15.4,0.2,"2 days, 14:38:00",44.861,23.5,22.6,75.5,63.8,82.3,2026
801-850,721-730,Middlesex University,United Kingdom,Europe,L,CO,HI,Public,7.5,701,9.3,701,11.3,801,14.3,801,88.6,233,99.7,49.0,99.7,39.0,56.5,744.0,24.6,647,40.0,801,-,604,Middlesex University,United Kingdom,14860,19.8,0.49,"2 days, 11:41:00",43.6104999999999,22.4,18.7,76.1,45.3,92.5,2026
801-850,801-850,Ocean University of China,China (Mainland),Asia,XL,FC,VH,Public,6.3,701,5.8,701,9.6,801,72.1,198,4.0,801,2.6,801.0,2.2,801.0,49.8,801.0,3.9,801,41.5,801,-,679,Ocean University of China,China,35422,18.2,0.01,,41.7865,31.3,29.5,63.6,69.7,28.4,2026
801-850,781-790,Qassim University,Saudi Arabia,Asia,L,FC,VH,Public,15.5,701,6.5,701,47.0,421,3.8,801,100.0,64,25.1,661.0,31.1,600.0,72.1,497.0,3.0,801,52.2,658=,-,808,Qassim University,Saudi Arabia,29826,9.5,0.11,"1 day, 21:55:00",38.9424999999999,30.5,19.3,56.2,29.7,84.0,2026
801-850,781-790,Universidade Federal de Santa Catarina,Brazil,Americas,L,FC,VH,Public,26.1,485,8.3,701,25.2,731,15.8,786,5.9,801,4.0,801.0,8.7,801.0,64.4,631.0,23.7,659,65.2,393=,-,1035,Universidade Federal de Santa Catarina,Brazil,36229,14.9,0.03,"2 days, 2:50:00",34.8394999999999,36.3,22.4,40.8,65.5,37.0,2026
801-850,1001-1200,Universiti Malaysia Terengganu (UMT),Malaysia,Asia,M,CO,VH,Public,16.7,701,8.2,701,18.6,801,28.9,596,23.6,668,30.3,588.0,31.7,592.0,58.9,709.0,5.0,801,58.2,543=,-,1017,Universiti Malaysia Terengganu (UMT),Malaysia,9037,13.7,0.11,"2 days, 21:31:00",35.1089999999999,22.6,20.2,55.1,36.6,61.2,2026
801-850,801-850,University of Brighton,United Kingdom,Europe,L,FO,VH,Public,9.6,701,9.7,701,12.4,801,24.9,642,64.9,359,68.1,289.0,71.2,260.0,73.1,486.0,11.5,801,39.1,801,-,786,University of Brighton,United Kingdom,14840,16.8,0.23,"2 days, 13:39:00",39.4359999999999,19.9,19.3,63.4,64.9,84.7,2026
801-850,751-760,University of Engineering & Technology (UET) Lahore,Pakistan,Asia,L,SP,VH,Public,11.1,701,49.1,260,20.4,801,15.1,801,,,2.3,801.0,6.5,801.0,56.5,746.0,54.1,310,40.7,801,-,1299,University of Engineering & Technology (UET) Lahore,Pakistan,13860,13.5,0.02,33 : 67,30.4149999999999,20.2,10.5,54.3,32.4,51.0,2026
801-850,691-700,University of Greenwich,United Kingdom,Europe,L,CO,HI,Public,6.2,701,7.0,701,5.2,801,15.2,801,94.0,193,99.6,54.0,99.6,43.0,75.8,421.0,19.7,731,44.9,801,-,616,University of Greenwich,United Kingdom,22915,22.4,0.54,"2 days, 9:43:00",43.3034999999999,17.6,16.5,81.6,39.1,97.1,2026
801-850,801-850,University of Hyderabad,India,Asia,M,FC,VH,Public,17.7,692,4.6,701,20.7,801,54.5,335,,,2.6,801.0,6.9,801.0,34.0,801.0,3.4,801,42.1,801,-,1023,University of Hyderabad,India,5071,12.7,0.01,"1 day, 22:54:00",35.048,42.4,21.6,41.6,48.4,24.8,2026
801-850,781-790,University of Latvia,Latvia,Europe,M,FC,VH,Public,14.5,701,22.8,581,10.0,801,10.4,801,16.1,775,10.0,801.0,15.8,801.0,66.6,595.0,92.0,89,56.0,579=,-,1100,University of Latvia,Latvia,11634,30.9,0.09,"2 days, 19:33:00",33.7089999999999,20.5,31.3,42.3,52.3,50.7,2026
801-850,851-900,University of Lincoln,United Kingdom,Europe,L,CO,VH,Public,8.0,701,9.3,701,13.0,801,14.6,801,84.8,259,73.7,260.0,75.2,234.0,73.7,478.0,6.0,801,63.8,427=,-,646,University of Lincoln,United Kingdom,15645,15.0,0.24,"2 days, 10:42:00",42.4539999999999,20.5,18.5,77.2,34.1,86.9,2026
801-850,771-780,"University of Maryland, Baltimore County",United States of America,Americas,L,FC,HI,Public,13.6,701,8.2,701,18.9,801,20.0,710,72.9,325,50.8,406.0,55.5,371.0,45.4,801.0,10.3,801,66.0,381=,-,710,"University of Maryland, Baltimore County",United States,12398,17.8,0.19,"1 day, 22:54:00",41.2795,27.5,27.2,61.3,67.6,55.8,2026
801-850,721-730,University of Modena and Reggio Emilia,Italy,Europe,L,FC,VH,Public,12.3,701,7.6,701,4.6,801,56.7,310,4.8,801,7.5,801.0,13.1,801.0,55.1,767.0,20.3,719,54.4,613=,-,534,University of Modena and Reggio Emilia,Italy,18479,18.9,0.04,"2 days, 6:46:00",45.5929999999999,34.7,25.7,72.9,77.9,38.9,2026
801-850,,University of Namur,Belgium,Europe,M,FO,VH,,6.4,701,8.8,701,5.8,801,44.4,421,37.2,521,59.3,345.0,62.7,316.0,47.5,801.0,10.3,801,53.4,632=,-,842,University of Namur,Belgium,6480,20.0,0.17,"2 days, 10:42:00",38.14,26.8,26.7,49.0,62.4,70.6,2026
801-850,801-850,University of Ulsan,Republic of Korea,Asia,L,FC,VH,Private not for Profit,6.0,701,3.8,701,60.2,300,50.1,374,2.7,801,3.6,801.0,7.9,801.0,29.1,801.0,6.4,801,44.2,801,-,545,University of Ulsan,South Korea,11778,10.7,0.02,"1 day, 21:55:00",45.287,30.6,27.6,75.8,92.9,24.0,2026
801-850,741-750,University of Westminster,United Kingdom,Europe,L,CO,HI,Public,12.3,701,11.4,701,7.1,801,9.0,801,85.2,257,99.2,65.0,99.2,54.0,37.6,801.0,34.2,498,40.3,801,-,875,University of Westminster,United Kingdom,19530,20.0,0.51,"2 days, 11:41:00",37.673,19.0,16.5,63.1,48.7,85.4,2026
851-900,741-750,Altai State University,Russian Federation,Europe,M,CO,VH,Public,12.9,701,7.0,701,90.7,101,1.9,801,8.6,801,71.3,266.0,68.1,283.0,18.3,801.0,2.0,801,46.2,801,-,1796,Altai State University,Russian Federation,9271,18.5,0.27,"2 days, 8:44:00",22.3405,23.0,16.4,17.1,25.3,62.1,2026
851-900,951-1000,Auburn University,United States of America,Americas,XL,CO,VH,Public,11.6,701,17.6,701,10.7,801,24.3,650,58.1,397,10.1,801.0,16.0,801.0,57.2,728.0,29.6,553,50.1,701=,-,644,Auburn University,United States,28365,18.5,0.07,"2 days, 3:49:00",42.5055,36.5,27.9,55.6,71.8,54.6,2026
851-900,901-950,Australian Catholic University,Australia,Oceania,L,CO,HI,Public,12.0,701,11.8,701,8.0,801,19.4,724,86.4,251,61.7,329.0,65.4,301.0,35.6,801.0,1.7,801,49.3,725=,-,425,Australian Catholic University,Australia,22604,31.7,0.2,"3 days, 4:24:00",48.927,17.7,24.7,97.1,28.0,83.9,2026
851-900,1001-1200,Azerbaijan State Oil and Industry University,Azerbaijan,Asia,L,FO,HI,Public,13.1,701,19.0,685,73.3,208,1.5,801,46.8,456,9.7,801.0,13.9,801.0,8.5,801.0,45.0,391,31.0,801,-,1962,Azerbaijan State Oil and Industry University,Azerbaijan,12831,10.3,0.06,38 : 62,18.5745,25.0,8.1,15.7,19.7,44.7,2026
851-900,851-900,Chungnam National University,Republic of Korea,Asia,L,FC,VH,Public,11.7,701,10.6,701,54.7,343,21.0,697,8.4,801,20.0,729.0,25.1,681.0,40.8,801.0,6.7,801,59.9,504=,-,1089,Chungnam National University,South Korea,20792,20.2,0.03,"1 day, 23:53:00",33.9375,30.1,30.7,37.9,72.0,25.4,2026
851-900,,Dhofar University,Oman,Asia,S,FO,VH,Private not for Profit,10.0,701,9.5,701,12.1,801,19.6,719,100.0,21,11.1,801.0,13.8,801.0,35.1,801.0,70.3,208,18.7,801,-,677,Dhofar University,Oman,3049,15.9,0.07,"2 days, 5:47:00",41.8025,16.9,19.0,80.8,27.8,79.4,2026
851-900,801-850,Edinburgh Napier University,United Kingdom,Europe,L,CO,HI,Public,7.9,701,5.5,701,6.1,801,21.9,686,89.5,227,84.7,196.0,86.1,167.0,59.4,702.0,8.6,801,40.1,801,-,674,Edinburgh Napier University,United Kingdom,14615,21.8,0.21,"2 days, 7:45:00",41.886,17.5,19.7,75.3,41.2,90.3,2026
851-900,1001-1200,Jiangnan University,China (Mainland),Asia,L,FC,VH,Public,5.8,701,4.7,701,15.6,801,65.0,248,,,,,,,58.3,716.0,1.2,801,30.0,801,-,667,Jiangnan University,China,32581,12.1,0.01,,41.9615,29.5,25.8,68.0,92.8,22.2,2026
851-900,801-850,Liverpool John Moores University,United Kingdom,Europe,L,CO,VH,Public,13.5,701,12.0,701,9.6,801,20.4,707,53.8,420,21.2,707.0,27.3,648.0,89.7,178.0,11.5,801,53.9,624=,-,568,Liverpool John Moores University,United Kingdom,24415,18.1,0.16,"2 days, 9:43:00",44.705,19.7,19.7,83.8,51.2,79.9,2026
851-900,901-950,Louisiana State University,United States of America,Americas,XL,CO,VH,Public,14.1,701,12.9,701,9.6,801,23.8,659,22.4,682,6.9,801.0,12.5,801.0,63.4,644.0,36.8,471,75.4,228=,-,733,Louisiana State University,United States,33738,20.7,0.04,"2 days, 8:44:00",40.3665,34.1,20.6,60.8,65.7,46.2,2026
851-900,851-900,Mendel University in Brno,Czechia,Europe,M,FO,VH,Public,9.8,701,8.3,701,68.8,239,8.3,801,14.3,801,38.8,507.0,41.5,495.0,74.1,461.0,4.8,801,49.4,719=,-,1329,Mendel University in Brno,Czechia,9185,16.2,0.17,"2 days, 6:46:00",29.8799999999999,25.4,18.2,39.7,23.1,57.0,2026
851-900,851-900,Oklahoma State University,United States of America,Americas,L,FC,HI,Public,10.6,701,12.8,701,12.2,801,21.3,694,65.0,358,12.0,801.0,17.9,799.0,71.4,509.0,30.6,543,50.5,695,-,678,Oklahoma State University,United States,22574,14.7,0.05,"2 days, 5:47:00",41.7874999999999,36.5,21.1,60.9,61.9,55.4,2026
851-900,951-1000,Prince of Songkla University,Thailand,Asia,XL,FC,HI,Public,32.4,380,13.5,701,20.4,801,6.9,801,7.4,801,2.7,801.0,7.2,801.0,55.4,764.0,5.6,801,60.9,486=,-,1399,Prince of Songkla University,Thailand,33623,13.1,0.02,"2 days, 20:32:00",28.6324999999999,24.3,16.0,39.4,51.6,39.2,2026
851-900,851-900,Tokyo University of Agriculture and Technology,Japan,Asia,M,FO,VH,Public,15.6,701,11.2,701,18.7,801,40.3,464,11.6,801,11.3,801.0,15.3,801.0,42.4,801.0,1.7,801,33.2,801,-,1204,Tokyo University of Agriculture and Technology,Japan,5923,14.2,0.07,36 : 64,32.038,34.0,25.5,28.0,82.2,39.0,2026
851-900,851-900,University of Ghana,Ghana,Africa,XL,FC,HI,Public,17.8,687,12.4,701,2.1,801,10.8,801,8.1,801,1.8,801.0,1.6,801.0,80.8,337.0,96.8,63,52.8,651,-,1043,University of Ghana,Ghana,72334,46.5,0.01,"2 days, 1:51:00",34.7575,17.0,32.2,49.2,46.8,50.3,2026
851-900,851-900,University of Santo Tomas,Philippines,Asia,XL,FC,MD,Private not for Profit,20.3,605,45.9,294,14.1,801,1.7,801,38.5,513,9.0,801.0,7.0,801.0,19.1,801.0,25.5,631,40.2,801,-,1657,University of Santo Tomas,Philippines,42253,15.1,0.06,"2 days, 10:42:00",24.6794999999999,23.0,10.2,32.1,21.1,59.5,2026
851-900,1001-1200,University of Seoul,Republic of Korea,Asia,M,CO,VH,Public,17.6,695,15.6,701,49.2,390,16.5,773,6.4,801,12.0,801.0,16.3,801.0,38.4,801.0,6.9,801,48.5,743=,-,1086,University of Seoul,South Korea,9555,13.5,0.07,"1 day, 20:56:00",34.015,31.8,28.3,38.5,50.3,38.2,2026
851-900,771-780,Verona University,Italy,Europe,L,FO,VH,Public,13.1,701,5.0,701,5.9,801,50.0,375,6.3,801,8.4,801.0,14.1,801.0,70.3,523.0,6.9,801,52.7,652=,-,398,Verona University,Italy,21809,25.6,0.05,"2 days, 16:36:00",49.925,34.6,31.1,81.6,71.1,45.0,2026
851-900,901-950,Worcester Polytechnic Institute,United States of America,Americas,M,FO,VH,Private not for Profit,3.7,701,15.3,701,20.5,801,40.7,461,36.9,522,36.6,530.0,27.4,647.0,29.4,801.0,16.7,791,47.3,780=,-,721,Worcester Polytechnic Institute,United States,6312,12.9,0.14,36 : 64,40.711,32.6,21.4,59.6,67.2,57.6,2026
851-900,951-1000,Yarmouk University,Jordan,Asia,L,FC,HI,Public,23.4,541,32.0,448,5.3,801,5.2,801,7.7,801,25.9,646.0,28.4,634.0,44.6,801.0,42.3,414,45.3,801,-,720,Yarmouk University,Jordan,21300,23.6,0.15,,40.7555,29.3,17.9,69.9,29.9,63.4,2026
901-950,851-900,Chonnam National University,Republic of Korea,Asia,L,FC,VH,Public,12.2,701,6.8,701,47.3,415,24.0,654,14.6,801,16.3,793.0,21.9,731.0,29.2,801.0,6.5,801,61.3,471=,-,865,Chonnam National University,South Korea,16714,12.6,0.08,"2 days, 3:49:00",37.7795,34.5,29.6,47.0,60.7,33.2,2026
901-950,901-950,Future University in Egypt,Egypt,Africa,M,FO,VH,Private not for Profit,7.1,701,40.5,334,47.2,416,5.3,801,18.2,738,33.0,558.0,34.5,558.0,50.4,801.0,3.3,801,35.7,801,-,816,Future University in Egypt,Egypt,7962,9.5,0.11,"1 day, 21:55:00",38.7529999999999,22.2,10.6,78.6,18.0,64.4,2026
901-950,901-950,Kanazawa University,Japan,Asia,M,FC,VH,Public,13.2,701,7.1,701,58.1,311,22.1,684,11.6,801,10.8,801.0,15.4,801.0,33.9,801.0,1.7,801,53.1,644=,-,1147,Kanazawa University,Japan,10216,9.9,0.06,36 : 64,32.917,36.0,21.8,35.6,67.5,34.6,2026
901-950,851-900,Kansas State University,United States of America,Americas,L,CO,VH,Public,9.1,701,11.9,701,16.2,801,31.6,569,26.2,633,9.5,801.0,7.3,801.0,60.4,685.0,21.0,706,43.4,801,-,781,Kansas State University,United States,18454,14.0,0.05,"2 days, 6:46:00",39.5015,35.1,22.9,52.6,68.4,53.2,2026
901-950,951-1000,Khon Kaen University,Thailand,Asia,XL,FC,HI,Public,26.6,472,22.6,585,11.7,801,8.8,801,6.4,801,3.3,801.0,7.6,801.0,57.1,733.0,5.9,801,59.9,504=,-,1278,Khon Kaen University,Thailand,32602,16.3,0.02,"2 days, 13:39:00",30.6365,28.6,17.3,41.8,49.5,35.5,2026
901-950,801-850,London South Bank University,United Kingdom,Europe,L,FO,VH,Public,4.9,701,6.3,701,13.6,801,8.5,801,94.1,192,98.1,87.0,98.2,75.0,47.7,801.0,15.2,801,50.8,688=,-,713,London South Bank University,United Kingdom,14425,15.9,0.4,"2 days, 7:45:00",41.0239999999999,18.5,13.0,75.6,48.1,95.9,2026
901-950,851-900,Nagasaki University,Japan,Asia,M,FC,VH,Public,9.0,701,3.7,701,84.3,143,12.2,801,8.5,801,10.8,801.0,15.3,801.0,48.4,801.0,3.4,801,59.6,509=,-,1358,Nagasaki University,Japan,8747,6.7,0.05,39 : 61,29.3699999999999,30.1,16.0,35.4,55.2,40.3,2026
901-950,901-950,Osaka Metropolitan University,Japan,Asia,L,FC,VH,,18.1,676,14.0,701,57.2,321,12.3,801,6.2,801,5.2,801.0,9.4,801.0,34.1,801.0,8.9,801,47.7,765=,-,1459,Osaka Metropolitan University,Japan,15703,8.7,0.04,37 : 63,27.9465,31.3,16.9,28.8,78.3,27.2,2026
901-950,1001-1200,Panjab University,India,Asia,L,CO,VH,Public,9.4,701,11.5,701,10.3,801,43.5,433,,,3.2,801.0,7.5,801.0,33.0,801.0,39.6,441,50.9,684=,-,665,Panjab University,India,16479,15.9,0.02,"2 days, 17:35:00",42.09,38.2,19.6,71.2,48.3,24.6,2026
901-950,,Taif University,Saudi Arabia,Asia,XL,FC,VH,Public,7.0,701,2.7,701,9.2,801,30.2,586,100.0,44,4.7,801.0,9.2,801.0,80.5,343.0,2.9,801,46.0,801,-,782,Taif University,Saudi Arabia,38212,16.7,0.03,"2 days, 10:42:00",39.4995,16.2,16.4,77.7,23.3,76.3,2026
901-950,1001-1200,Tallinn University,Estonia,Europe,M,FO,VH,Public,11.1,701,12.4,701,12.6,801,9.9,801,63.9,363,30.6,585.0,36.5,529.0,55.1,768.0,45.6,382,44.3,801,-,1052,Tallinn University,Estonia,3770,7.9,0.11,"3 days, 0:28:00",34.5849999999999,27.2,24.5,47.8,24.4,55.2,2026
901-950,,Tashkent State Technical University,Uzbekistan,Asia,L,CO,HI,Public,30.6,399,16.2,701,20.1,801,2.1,801,62.9,371,1.8,801.0,6.1,801.0,9.9,801.0,30.7,540,33.9,801,-,1088,Tashkent State Technical University,Uzbekistan,14012,13.9,0.01,0.8069444444444445,33.938,21.0,8.6,75.3,16.6,26.6,2026
901-950,801-850,University of Alaska Fairbanks,United States of America,Americas,S,CO,VH,Public,3.4,701,3.5,701,99.7,33,19.9,713,6.3,801,5.5,801.0,4.3,801.0,40.4,801.0,5.9,801,37.9,801,-,643,University of Alaska Fairbanks,United States,2895,8.5,0.06,"2 days, 8:44:00",42.519,34.8,30.7,53.6,55.0,67.6,2026
901-950,851-900,University of Hertfordshire,United Kingdom,Europe,L,CO,HI,Public,5.8,701,6.7,701,6.8,801,12.1,801,81.4,285,100.0,12.0,100.0,7.0,57.7,723.0,17.0,780,39.0,801,-,716,University of Hertfordshire,United Kingdom,27285,19.5,0.61,"1 day, 23:53:00",40.8465,18.2,13.2,76.5,44.8,92.1,2026
901-950,901-950,University of Maribor,Slovenia,Europe,L,FC,HI,Public,10.8,701,15.6,701,36.4,551,12.7,801,2.3,801,27.3,623.0,28.3,635.0,67.4,580.0,41.3,422,49.9,705,-,1389,University of Maribor,Slovenia,13082,13.9,0.14,"2 days, 7:45:00",28.7329999999999,21.5,18.0,41.2,46.2,39.5,2026
901-950,901-950,University of Peshawar,Pakistan,Asia,L,FO,VH,Public,9.4,701,11.9,701,87.2,119,12.3,801,,,2.0,801.0,1.7,801.0,49.0,801.0,19.2,742,25.8,801,-,1117,University of Peshawar,Pakistan,19301,34.0,0.0,24 : 76,33.387,24.0,12.0,59.1,34.8,49.4,2026
901-950,901-950,University of Salford,United Kingdom,Europe,L,CO,HI,Public,10.8,701,7.9,701,9.1,801,12.0,801,55.6,408,88.2,182.0,89.2,153.0,61.6,670.0,13.8,801,43.4,801,-,851,University of Salford,United Kingdom,22475,20.9,0.3,"2 days, 8:44:00",38.007,19.0,14.8,64.9,57.0,84.8,2026
901-950,851-900,University of South Africa,South Africa,Africa,XL,CO,VH,Public,13.8,701,13.6,701,1.2,801,11.7,801,,,13.3,801.0,10.1,801.0,92.5,138.0,96.0,66,43.3,801,-,1276,University of South Africa,South Africa,207954,84.5,0.02,"3 days, 3:25:00",30.6545,19.7,17.8,51.0,30.4,42.2,2026
901-950,851-900,Virginia Commonwealth University,United States of America,Americas,L,FC,VH,Public,9.5,701,9.9,701,42.8,464,20.0,712,12.6,801,6.0,801.0,11.5,801.0,68.8,550.0,18.3,753,48.4,746=,-,455,Virginia Commonwealth University,United States,25120,10.1,0.04,"2 days, 17:35:00",47.9664999999999,38.1,23.0,81.3,75.3,35.4,2026
901-950,951-1000,Yeungnam University,Republic of Korea,Asia,L,FC,VH,Private for Profit,5.1,701,4.7,701,18.9,801,47.5,395,38.6,511,17.8,763.0,23.3,716.0,46.7,801.0,4.9,801,33.5,801,-,592,Yeungnam University,South Korea,19201,15.4,0.06,"2 days, 2:50:00",44.0375,25.1,22.9,75.3,62.8,65.2,2026
951-1000,851-900,Al-Quds University,Palestine,Asia,M,FC,MD,Public,10.1,701,20.5,644,19.4,801,2.8,801,72.3,327,90.5,163.0,76.3,229.0,15.0,801.0,12.3,801,40.1,801,-,1802,Al-Quds University,Palestine,10065,10.9,0.33,"3 days, 5:23:00",22.2195,22.9,11.0,17.8,21.1,81.2,2026
951-1000,951-1000,Athens University of Economics And Business,Greece,Europe,M,SP,HI,Public,10.1,701,37.2,380,2.1,801,31.9,565,1.9,801,6.6,801.0,11.0,801.0,14.8,801.0,33.9,501,39.8,801,-,1207,Athens University of Economics and Business,Greece,9211,44.7,0.05,"1 day, 22:54:00",32.0314999999999,18.7,24.6,45.3,63.4,43.4,2026
951-1000,851-900,Charles Sturt University,Australia,Oceania,L,CO,VH,Public,6.4,701,9.4,701,14.1,801,13.9,801,66.0,356,47.2,427.0,52.2,396.0,60.4,684.0,13.4,801,64.9,403=,-,775,Charles Sturt University,Australia,18763,21.8,0.11,"2 days, 21:31:00",39.6219999999999,18.8,20.2,72.3,52.2,59.2,2026
951-1000,851-900,Clarkson University,United States of America,Americas,S,CO,VH,Private not for Profit,1.0,701,4.0,701,19.0,801,47.3,400,42.9,478,38.0,515.0,42.1,493.0,31.0,801.0,12.2,801,26.9,801,-,1118,Clarkson University,United States,3546,13.2,0.13,35 : 65,33.384,32.6,18.2,36.8,63.6,65.4,2026
