university_name,country,year,ranking_source,rank,score,university_name_std,country_std,rank_original,score_original,rank_normalized,score_normalized
Mansoura University,Egypt,2026,THE,892.0,37.306,mansoura university,egypt,892,37.306,59.31506849315068,30.740538573508005
Zhejiang Gongshang University,China,2026,THE,893.0,37.3054999999999,zhejiang gongshang university,china,893,37.3054999999999,59.269406392694066,30.73996997816583
Gorgan University of Agricultural Sciences and Natural Resources,Iran,2026,THE,894.0,37.281,gorgan university of agricultural sciences and natural resources,iran,894,37.281,59.22374429223745,30.712108806404657
The University of Notre Dame Australia,Australia,2026,THE,895.0,37.2725,the university of notre dame australia,australia,895,37.2725,59.178082191780824,30.70244268558952
Federal University of Minas Gerais,Brazil,2026,THE,896.0,37.2164999999999,federal university of minas gerais,brazil,896,37.2164999999999,59.1324200913242,30.638760007277906
Shri Mata Vaishno Devi University,India,2026,THE,897.0,37.2055,shri mata vaishno devi university,india,897,37.2055,59.086757990867575,30.62625090975255
North-West University,South Africa,2026,THE,898.0,37.2044999999999,north-west university,south africa,898,37.2044999999999,59.04109589041096,30.625113719068302
Government College University Lahore,Pakistan,2026,THE,899.0,37.2024999999999,government college university lahore,pakistan,899,37.2024999999999,58.99543378995433,30.622839337700036
Universitat Ramon Llull,Spain,2026,THE,900.0,37.1875,universitat ramon llull,spain,900,37.1875,58.94977168949772,30.60578147743814
Iqra University,Pakistan,2026,THE,901.0,37.181,iqra university,pakistan,901,37.181,58.9041095890411,30.598389737991265
"International Islamic University, Islamabad",Pakistan,2026,THE,902.0,37.178,"international islamic university, islamabad",pakistan,902,37.178,58.858447488584474,30.594978165938862
University of the Punjab,Pakistan,2026,THE,903.0,37.1609999999999,university of the punjab,pakistan,903,37.1609999999999,58.81278538812785,30.575645924308475
Ain Shams University,Egypt,2026,THE,904.0,37.1545,ain shams university,egypt,904,37.1545,58.76712328767123,30.568254184861715
Azerbaijan State University of Economics,Azerbaijan,2026,THE,905.0,37.1509999999999,azerbaijan state university of economics,azerbaijan,905,37.1509999999999,58.72146118721461,30.564274017467135
Sogang University,South Korea,2026,THE,906.0,37.1445,sogang university,south korea,906,37.1445,58.675799086758,30.55688227802038
Capital University of Science and Technology,Pakistan,2026,THE,907.0,37.125,capital university of science and technology,pakistan,907,37.125,58.63013698630137,30.534707059679768
Chengdu University,China,2026,THE,908.0,37.1245,chengdu university,china,908,37.1245,58.58447488584475,30.5341384643377
Siksha â€˜Oâ€™ Anusandhan,India,2026,THE,909.0,37.043,siksha â€˜oâ€™ anusandhan,india,909,37.043,58.53881278538813,30.441457423580786
Zanjan University of Medical Sciences,Iran,2026,THE,910.0,37.025,zanjan university of medical sciences,iran,910,37.025,58.49315068493151,30.420987991266372
Northern Border University,Saudi Arabia,2026,THE,911.0,36.997,northern border university,saudi arabia,911,36.997,58.44748858447488,30.389146652110625
Carlos III University of Madrid,Spain,2026,THE,912.0,36.983,carlos iii university of madrid,spain,912,36.983,58.40182648401826,30.373225982532748
Glasgow Caledonian University,United Kingdom,2026,THE,913.0,36.9795,glasgow caledonian university,united kingdom,913,36.9795,58.35616438356165,30.369245815138285
An-Najah National University,Palestine,2026,THE,914.0,36.9589999999999,an-najah national university,palestine,914,36.9589999999999,58.31050228310502,30.345933406113424
Open University of Catalonia,Spain,2026,THE,915.0,36.9544999999999,open university of catalonia,spain,915,36.9544999999999,58.264840182648406,30.340816048034824
University of Salamanca,Spain,2026,THE,916.0,36.9534999999999,university of salamanca,spain,916,36.9534999999999,58.21917808219178,30.339678857350687
Ozyegin University,Turkey,2026,THE,917.0,36.9209999999999,ozyegin university,turkey,917,36.9209999999999,58.17351598173516,30.302720160116337
Abdullah GÃ¼l University,Turkey,2026,THE,918.0,36.9179999999999,abdullah gã¼l university,turkey,918,36.9179999999999,58.12785388127853,30.299308588063933
Universidade Federal de SÃ£o Paulo (UNIFESP),Brazil,2026,THE,919.0,36.9075,universidade federal de sã£o paulo (unifesp),brazil,919,36.9075,58.082191780821915,30.28736808588064
Hanoi Medical University,Vietnam,2026,THE,920.0,36.9055,hanoi medical university,vietnam,920,36.9055,58.0365296803653,30.285093704512377
Bucharest University of Economic Studies,Romania,2026,THE,921.0,36.8739999999999,bucharest university of economic studies,romania,921,36.8739999999999,57.99086757990868,30.249272197962046
University of Nova Gorica,Slovenia,2026,THE,922.0,36.867,university of nova gorica,slovenia,922,36.867,57.945205479452056,30.241311863173216
Makerere University,Uganda,2026,THE,923.0,36.856,makerere university,uganda,923,36.856,57.89954337899543,30.22880276564775
Ferdowsi University of Mashhad,Iran,2026,THE,924.0,36.8429999999999,ferdowsi university of mashhad,iran,924,36.8429999999999,57.85388127853881,30.214019286753885
Ahvaz Jundishapur University of Medical Sciences (AJUMS),Iran,2026,THE,925.0,36.8164999999999,ahvaz jundishapur university of medical sciences (ajums),iran,925,36.8164999999999,57.80821917808219,30.183883733624338
University of Malta,Malta,2026,THE,926.0,36.7905,university of malta,malta,926,36.7905,57.76255707762557,30.154316775836975
University of Vic â€“ Central University of Catalonia,Spain,2026,THE,927.0,36.771,university of vic â€“ central university of catalonia,spain,927,36.771,57.716894977168955,30.13214155749636
Al-Zaytoonah University of Jordan,Jordan,2026,THE,928.0,36.753,al-zaytoonah university of jordan,jordan,928,36.753,57.67123287671233,30.111672125181954
Nanjing University of Information Science and Technology,China,2026,THE,929.0,36.7455,nanjing university of information science and technology,china,929,36.7455,57.62557077625571,30.103143195050947
University of Regina,Canada,2026,THE,930.0,36.7385,university of regina,canada,930,36.7385,57.57990867579908,30.09518286026201
University of Dhaka,Bangladesh,2026,THE,931.0,36.7315,university of dhaka,bangladesh,931,36.7315,57.534246575342465,30.087222525473067
Guangzhou Medical University,China,2026,THE,932.0,36.7179999999999,guangzhou medical university,china,932,36.7179999999999,57.48858447488584,30.07187045123715
Shahrekord University of Medical Sciences,Iran,2026,THE,933.0,36.697,shahrekord university of medical sciences,iran,933,36.697,57.44292237442923,30.047989446870453
University of Petra,Jordan,2026,THE,934.0,36.665,university of petra,jordan,934,36.665,57.397260273972606,30.01159934497817
Gazipur Agricultural University,Bangladesh,2026,THE,935.0,36.6415,gazipur agricultural university,bangladesh,935,36.6415,57.35159817351598,29.98487536390102
Aristotle University of Thessaloniki,Greece,2026,THE,936.0,36.6215,aristotle university of thessaloniki,greece,936,36.6215,57.30593607305936,29.96213155021834
Ilam University of Medical Sciences,Iran,2026,THE,937.0,36.6175,ilam university of medical sciences,iran,937,36.6175,57.26027397260274,29.957582787481808
Zahedan University of Medical Sciences,Iran,2026,THE,938.0,36.5635,zahedan university of medical sciences,iran,938,36.5635,57.214611872146115,29.896174490538574
North South University,Bangladesh,2026,THE,939.0,36.5615,north south university,bangladesh,939,36.5615,57.16894977168949,29.893900109170307
Halmstad University,Sweden,2026,THE,940.0,36.5609999999999,halmstad university,sweden,940,36.5609999999999,57.12328767123288,29.893331513828127
Jahangirnagar University,Bangladesh,2026,THE,941.0,36.5274999999999,jahangirnagar university,bangladesh,941,36.5274999999999,57.077625570776256,29.855235625909636
University of Ibadan,Nigeria,2026,THE,942.0,36.4749999999999,university of ibadan,nigeria,942,36.4749999999999,57.03196347031964,29.79553311499261
EÃ¶tvÃ¶s LorÃ¡nd University,Hungary,2026,THE,943.0,36.4544999999999,eã¶tvã¶s lorã¡nd university,hungary,943,36.4544999999999,56.986301369863014,29.772220705967868
Medical University of Lodz,Poland,2026,THE,944.0,36.436,medical university of lodz,poland,944,36.436,56.94063926940639,29.7511826783115
Shahid Beheshti University,Iran,2026,THE,945.0,36.425,shahid beheshti university,iran,945,36.425,56.894977168949765,29.738673580786024
University of Roehampton,United Kingdom,2026,THE,946.0,36.4065,university of roehampton,united kingdom,946,36.4065,56.849315068493155,29.71763555312955
Ontario Tech University,Canada,2026,THE,947.0,36.406,ontario tech university,canada,947,36.406,56.80365296803653,29.71706695778748
Florida Atlantic University,United States,2026,THE,948.0,36.384,florida atlantic university,united states,948,36.384,56.75799086757991,29.69204876273654
Khwaja Fareed University of Engineering and Information Technology,Pakistan,2026,THE,949.0,36.3724999999999,khwaja fareed university of engineering and information technology,pakistan,949,36.3724999999999,56.71232876712329,29.678971069868886
Old Dominion University,United States,2026,THE,950.0,36.347,old dominion university,united states,950,36.347,56.666666666666664,29.649972707423583
University of Lleida,Spain,2026,THE,951.0,36.3145,university of lleida,spain,951,36.3145,56.62100456621004,29.613014010189232
Birmingham City University,United Kingdom,2026,THE,952.0,36.297,birmingham city university,united kingdom,952,36.297,56.57534246575342,29.593113173216885
AtatÃ¼rk University,Turkey,2026,THE,953.0,36.2749999999999,atatã¼rk university,turkey,953,36.2749999999999,56.529680365296805,29.568094978165828
K.N. Toosi University of Technology,Iran,2026,THE,954.0,36.2645,k.n. toosi university of technology,iran,954,36.2645,56.48401826484019,29.55615447598253
University of Central Punjab,Pakistan,2026,THE,955.0,36.254,university of central punjab,pakistan,955,36.254,56.43835616438356,29.544213973799128
Ural Federal University,Russian Federation,2026,THE,956.0,36.239,ural federal university,russian federation,956,36.239,56.39269406392694,29.527156113537117
University of Rome III,Italy,2026,THE,957.0,36.2235,university of rome iii,italy,957,36.2235,56.347031963470315,29.509529657933044
University of AlcalÃ¡,Spain,2026,THE,958.0,36.2159999999999,university of alcalã¡,spain,958,36.2159999999999,56.3013698630137,29.50100072780193
Northern Illinois University,United States,2026,THE,959.0,36.199,northern illinois university,united states,959,36.199,56.25570776255707,29.48166848617176
Al al-Bayt University,Jordan,2026,THE,960.0,36.1979999999999,al al-bayt university,jordan,960,36.1979999999999,56.21004566210046,29.480531295487516
Baqiyatallah University of Medical Sciences,Iran,2026,THE,961.0,36.1924999999999,baqiyatallah university of medical sciences,iran,961,36.1924999999999,56.16438356164384,29.474276746724783
Jamia Hamdard University,India,2026,THE,962.0,36.1515,jamia hamdard university,india,962,36.1515,56.118721461187214,29.427651928675402
Mazandaran University of Medical Sciences,Iran,2026,THE,963.0,36.1104999999999,mazandaran university of medical sciences,iran,963,36.1104999999999,56.073059360730596,29.3810271106258
Peter the Great St Petersburg Polytechnic University,Russian Federation,2026,THE,964.0,36.1075,peter the great st petersburg polytechnic university,russian federation,964,36.1075,56.02739726027397,29.377615538573508
University of Wolverhampton,United Kingdom,2026,THE,965.0,36.1045,university of wolverhampton,united kingdom,965,36.1045,55.98173515981735,29.37420396652111
Alagappa University,India,2026,THE,966.0,36.092,alagappa university,india,966,36.092,55.93607305936074,29.359989082969435
Tomsk Polytechnic University,Russian Federation,2026,THE,967.0,36.0819999999999,tomsk polytechnic university,russian federation,967,36.0819999999999,55.89041095890411,29.348617176127984
Innopolis University,Russian Federation,2026,THE,968.0,36.0775,innopolis university,russian federation,968,36.0775,55.84474885844749,29.34349981804949
Savitribai Phule Pune University,India,2026,THE,969.0,36.044,savitribai phule pune university,india,969,36.044,55.79908675799087,29.305403930131003
Al-Azhar University,Egypt,2026,THE,970.0,36.033,al-azhar university,egypt,970,36.033,55.75342465753425,29.292894832605533
The Open University,United Kingdom,2026,THE,971.0,36.0304999999999,the open university,united kingdom,971,36.0304999999999,55.70776255707762,29.290051855895083
University of Gujrat,Pakistan,2026,THE,972.0,36.0169999999999,university of gujrat,pakistan,972,36.0169999999999,55.662100456621,29.27469978165928
University of Lagos,Nigeria,2026,THE,973.0,35.991,university of lagos,nigeria,973,35.991,55.61643835616439,29.245132823871906
BahÃ§eÅŸehir University,Turkey,2026,THE,974.0,35.971,bahã§eåÿehir university,turkey,974,35.971,55.57077625570776,29.222389010189225
Lahore University of Management Sciences,Pakistan,2026,THE,974.0,35.971,lahore university of management sciences,pakistan,974,35.971,55.57077625570776,29.222389010189225
Sheffield Hallam University,United Kingdom,2026,THE,976.0,35.935,sheffield hallam university,united kingdom,976,35.935,55.47945205479452,29.18145014556041
UniversitÃ© de Bretagne Occidentale,France,2026,THE,977.0,35.9125,universitã© de bretagne occidentale,france,977,35.9125,55.4337899543379,29.155863355167398
Marie and Louis Pasteur University,France,2026,THE,978.0,35.8739999999999,marie and louis pasteur university,france,978,35.8739999999999,55.38812785388127,29.11208151382813
King Mongkutâ€™s University of Technology Thonburi,Thailand,2026,THE,979.0,35.839,king mongkutâ€™s university of technology thonburi,thailand,979,35.839,55.342465753424655,29.072279839883553
Alexandria University,Egypt,2026,THE,980.0,35.8275,alexandria university,egypt,980,35.8275,55.29680365296804,29.059202147016013
"National Institute of Technology, Tiruchirappalli",India,2026,THE,981.0,35.8125,"national institute of technology, tiruchirappalli",india,981,35.8125,55.25114155251142,29.042144286754006
Pablo de Olavide University,Spain,2026,THE,982.0,35.8069999999999,pablo de olavide university,spain,982,35.8069999999999,55.205479452054796,29.035889737991155
University of Patras,Greece,2026,THE,983.0,35.7945,university of patras,greece,983,35.7945,55.15981735159817,29.021674854439595
Anna University,India,2026,THE,984.0,35.773,anna university,india,984,35.773,55.11415525114155,28.99722525473072
Portland State University,United States,2026,THE,985.0,35.77,portland state university,united states,985,35.77,55.06849315068493,28.993813682678315
Siberian Federal University,Russian Federation,2026,THE,986.0,35.7465,siberian federal university,russian federation,986,35.7465,55.02283105022832,28.96708970160116
Delhi Technological University,India,2026,THE,987.0,35.7329999999999,delhi technological university,india,987,35.7329999999999,54.977168949771695,28.951737627365244
Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan,2026,THE,988.0,35.6984999999999,ghulam ishaq khan institute of engineering sciences and technology,pakistan,988,35.6984999999999,54.93150684931507,28.91250454876263
Kazan Federal University,Russian Federation,2026,THE,989.0,35.684,kazan federal university,russian federation,989,35.684,54.885844748858446,28.89601528384279
National Veterinary School of Alfort (EnvA),France,2026,THE,990.0,35.67,national veterinary school of alfort (enva),france,990,35.67,54.84018264840182,28.880094614264923
"Amity University Rajasthan, Jaipur",India,2026,THE,991.0,35.6685,"amity university rajasthan, jaipur",india,991,35.6685,54.794520547945204,28.87838882823872
