university_name,country,year,ranking_source,rank,score,university_name_std,country_std,rank_original,rank_numeric,score_original,score_numeric,rank_normalized,score_normalized
Qingdao University,China,2026,THE,739.0,40.2955,qingdao university,china,739,739.0,40.2955,40.2955,66.3013698630137,33.45908655239283
Paris Lodron UniversitÃ¤t Salzburg,Austria,2026,THE,740.0,40.282,paris lodron universitã¤t salzburg,austria,740,740.0,40.282,40.282,66.25570776255708,33.44404074627198
University of Aveiro,Portugal,2026,THE,741.0,40.2814999999999,university of aveiro,portugal,741,741.0,40.2814999999999,40.2814999999999,66.21004566210046,33.44348349419332
South China Normal University,China,2026,THE,742.0,40.2795,south china normal university,china,742,742.0,40.2795,40.2795,66.16438356164383,33.44125448587923
Capital Medical University,China,2026,THE,743.0,40.2615,capital medical university,china,743,743.0,40.2615,40.2615,66.1187214611872,33.42119341105142
Yuan Ze University,Taiwan,2026,THE,744.0,40.2605,yuan ze university,taiwan,744,744.0,40.2605,40.2605,66.0730593607306,33.420078906894325
Universidade Estadual Paulista (Unesp),Brazil,2026,THE,745.0,40.249,universidade estadual paulista (unesp),brazil,745,745.0,40.249,40.249,66.02739726027397,33.40726210908767
University of Bari Aldo Moro,Italy,2026,THE,746.0,40.2435,university of bari aldo moro,italy,746,746.0,40.2435,40.2435,65.98173515981736,33.40113233622361
UWE Bristol (University of the West of England),United Kingdom,2026,THE,747.0,40.228,uwe bristol (university of the west of england),united kingdom,747,747.0,40.228,40.228,65.93607305936074,33.383857521788556
Otto von Guericke University of Magdeburg,Germany,2026,THE,748.0,40.218,otto von guericke university of magdeburg,germany,748,748.0,40.218,40.218,65.89041095890411,33.37271248021755
Guangdong University of Technology,China,2026,THE,749.0,40.2164999999999,guangdong university of technology,china,749,749.0,40.2164999999999,40.2164999999999,65.84474885844749,33.371040723981785
Government College University Faisalabad,Pakistan,2026,THE,750.0,40.1685,government college university faisalabad,pakistan,750,750.0,40.1685,40.1685,65.79908675799086,33.317544524441075
De Montfort University,United Kingdom,2026,THE,751.0,40.111,de montfort university,united kingdom,751,751.0,40.111,40.111,65.75342465753424,33.25346053540779
London Metropolitan University,United Kingdom,2026,THE,752.0,40.1084999999999,london metropolitan university,united kingdom,752,752.0,40.1084999999999,40.1084999999999,65.70776255707761,33.25067427501494
University of the Western Cape,South Africa,2026,THE,753.0,40.0635,university of the western cape,south africa,753,753.0,40.0635,40.0635,65.662100456621,33.200521587945516
Xiâ€™an Jiaotong-Liverpool University,China,2026,THE,754.0,40.0455,xiâ€™an jiaotong-liverpool university,china,754,754.0,40.0455,40.0455,65.61643835616438,33.18046051311771
Polytechnic University of Valencia,Spain,2026,THE,755.0,40.0085,polytechnic university of valencia,spain,755,755.0,40.0085,40.0085,65.57077625570777,33.139223859305
Texas Tech University,United States,2026,THE,756.0,39.9905,texas tech university,united states,756,756.0,39.9905,39.9905,65.52511415525115,33.11916278447718
American University,United States,2026,THE,757.0,39.9395,american university,united states,757,757.0,39.9395,39.9395,65.47945205479452,33.06232307246506
Universiti Teknologi Brunei,Brunei Darussalam,2026,THE,758.0,39.908,universiti teknologi brunei,brunei darussalam,758,758.0,39.908,39.908,65.4337899543379,33.027216191516395
SUNY Binghamton University,United States,2026,THE,759.0,39.8964999999999,suny binghamton university,united states,759,759.0,39.8964999999999,39.8964999999999,65.38812785388129,33.01439939370962
Teesside University,United Kingdom,2026,THE,760.0,39.8785,teesside university,united kingdom,760,760.0,39.8785,39.8785,65.34246575342466,32.99433831888193
Keio University,Japan,2026,THE,761.0,39.875,keio university,japan,761,761.0,39.875,39.875,65.29680365296804,32.990437554332075
Isfahan University of Medical Sciences,Iran,2026,THE,762.0,39.8685,isfahan university of medical sciences,iran,762,762.0,39.8685,39.8685,65.25114155251141,32.98319327731092
Eastern Mediterranean University,Northern Cyprus,2026,THE,763.0,39.8354999999999,eastern mediterranean university,northern cyprus,763,763.0,39.8354999999999,39.8354999999999,65.20547945205479,32.94641464012649
Ton Duc Thang University,Vietnam,2026,THE,764.0,39.782,ton duc thang university,vietnam,764,764.0,39.782,39.782,65.15981735159816,32.88678866772173
Czech University of Life Sciences Prague (CZU),Czechia,2026,THE,765.0,39.729,czech university of life sciences prague (czu),czechia,765,765.0,39.729,39.729,65.11415525114155,32.8277199473954
City University of Macau,Macao,2026,THE,766.0,39.7235,city university of macau,macao,766,766.0,39.7235,39.7235,65.06849315068493,32.82159017453135
University of Haâ€™il,Saudi Arabia,2026,THE,767.0,39.7004999999999,university of haâ€™il,saudi arabia,767,767.0,39.7004999999999,39.7004999999999,65.02283105022832,32.795956578917924
The University of Aizu,Japan,2026,THE,768.0,39.6874999999999,the university of aizu,japan,768,768.0,39.6874999999999,39.6874999999999,64.9771689497717,32.78146802487562
University of Parma,Italy,2026,THE,769.0,39.6584999999999,university of parma,italy,769,769.0,39.6584999999999,39.6584999999999,64.93150684931507,32.7491474043197
University of Warsaw,Poland,2026,THE,770.0,39.6505,university of warsaw,poland,770,770.0,39.6505,39.6505,64.88584474885845,32.74023137106302
VIT University,India,2026,THE,771.0,39.6385,vit university,india,771,771.0,39.6385,39.6385,64.84018264840182,32.72685732117781
Parthenope University of Naples,Italy,2026,THE,772.0,39.6345,parthenope university of naples,italy,772,772.0,39.6345,39.6345,64.7945205479452,32.72239930454941
Sharda University,India,2026,THE,773.0,39.6299999999999,sharda university,india,773,773.0,39.6299999999999,39.6299999999999,64.74885844748859,32.71738403584234
Babol University of Medical Sciences,Iran,2026,THE,774.0,39.6225,babol university of medical sciences,iran,774,774.0,39.6225,39.6225,64.70319634703196,32.709025254664205
Charles Sturt University,Australia,2026,THE,775.0,39.6219999999999,charles sturt university,australia,775,775.0,39.6219999999999,39.6219999999999,64.65753424657534,32.70846800258554
National Sun Yat-Sen University,Taiwan,2026,THE,776.0,39.614,national sun yat-sen university,taiwan,776,776.0,39.614,39.614,64.61187214611871,32.699551969328844
University of Santiago de Compostela,Spain,2026,THE,777.0,39.613,university of santiago de compostela,spain,777,777.0,39.613,39.613,64.5662100456621,32.69843746517174
National Institute of Technology Rourkela,India,2026,THE,778.0,39.6069999999999,national institute of technology rourkela,india,778,778.0,39.6069999999999,39.6069999999999,64.52054794520548,32.69175044022903
University of Texas at Arlington,United States,2026,THE,779.0,39.556,university of texas at arlington,united states,779,779.0,39.556,39.556,64.47488584474887,32.634910728217015
University of Tabuk,Saudi Arabia,2026,THE,780.0,39.551,university of tabuk,saudi arabia,780,780.0,39.551,39.551,64.42922374429224,32.629338207431516
Kansas State University,United States,2026,THE,781.0,39.5015,kansas state university,united states,781,781.0,39.5015,39.5015,64.38356164383562,32.57417025165504
Taif University,Saudi Arabia,2026,THE,782.0,39.4995,taif university,saudi arabia,782,782.0,39.4995,39.4995,64.337899543379,32.57194124334084
"International Institute of Information Technology, Hyderabad",India,2026,THE,783.0,39.483,"international institute of information technology, hyderabad",india,783,783.0,39.483,39.483,64.29223744292237,32.553551924748675
Bahauddin Zakariya University,Pakistan,2026,THE,784.0,39.461,bahauddin zakariya university,pakistan,784,784.0,39.461,39.461,64.24657534246575,32.52903283329246
Harbin Engineering University,China,2026,THE,785.0,39.4575,harbin engineering university,china,785,785.0,39.4575,39.4575,64.20091324200912,32.52513206874262
University of Brighton,United Kingdom,2026,THE,786.0,39.4359999999999,university of brighton,united kingdom,786,786.0,39.4359999999999,39.4359999999999,64.15525114155251,32.501170229364845
Jazan University,Saudi Arabia,2026,THE,787.0,39.4199999999999,jazan university,saudi arabia,787,787.0,39.4199999999999,39.4199999999999,64.10958904109589,32.48333816285124
University of Rennes 1,France,2026,THE,788.0,39.4034999999999,university of rennes 1,france,788,788.0,39.4034999999999,39.4034999999999,64.06392694063928,32.46494884425908
University of Toledo,United States,2026,THE,789.0,39.3819999999999,university of toledo,united states,789,789.0,39.3819999999999,39.3819999999999,64.01826484018265,32.440987004881414
YÄ±ldÄ±z Technical University,Turkey,2026,THE,790.0,39.357,yä±ldä±z technical university,turkey,790,790.0,39.357,39.357,63.97260273972603,32.41312440095401
Rochester Institute of Technology,United States,2026,THE,791.0,39.3374999999999,rochester institute of technology,united states,791,791.0,39.3374999999999,39.3374999999999,63.926940639269404,32.391391569890445
University of Lahore,Pakistan,2026,THE,792.0,39.297,university of lahore,pakistan,792,792.0,39.297,39.297,63.88127853881278,32.34625415152798
University of Derby,United Kingdom,2026,THE,793.0,39.293,university of derby,united kingdom,793,793.0,39.293,39.293,63.83561643835617,32.34179613489958
Nanjing Tech University,China,2026,THE,794.0,39.2609999999999,nanjing tech university,china,794,794.0,39.2609999999999,39.2609999999999,63.789954337899545,32.30613200187226
American University in Cairo,Egypt,2026,THE,795.0,39.249,american university in cairo,egypt,795,795.0,39.249,39.249,63.74429223744292,32.29275795198716
Universidade Federal do Rio Grande do Sul,Brazil,2026,THE,796.0,39.2215,universidade federal do rio grande do sul,brazil,796,796.0,39.2215,39.2215,63.6986301369863,32.26210908766689
Kafrelsheikh University,Egypt,2026,THE,797.0,39.1669999999999,kafrelsheikh university,egypt,797,797.0,39.1669999999999,39.1669999999999,63.65296803652968,32.20136861110481
Alborz University of Medical Sciences,Iran,2026,THE,798.0,39.1239999999999,alborz university of medical sciences,iran,798,798.0,39.1239999999999,39.1239999999999,63.607305936073054,32.15344493234949
Beirut Arab University,Lebanon,2026,THE,799.0,39.079,beirut arab university,lebanon,799,799.0,39.079,39.079,63.561643835616444,32.10329224528007
"University of Veterinary and Animal Sciences, Lahore",Pakistan,2026,THE,800.0,39.053,"university of veterinary and animal sciences, lahore",pakistan,800,800.0,39.053,39.053,63.51598173515982,32.074315137195455
Qazvin University of Medical Sciences,Iran,2026,THE,801.0,39.0375,qazvin university of medical sciences,iran,801,801.0,39.0375,39.0375,63.4703196347032,32.05704032276041
University of Delhi,India,2026,THE,802.0,39.0049999999999,university of delhi,india,802,802.0,39.0049999999999,39.0049999999999,63.42465753424658,32.020818937654525
Ohio University (Main campus),United States,2026,THE,803.0,38.992,ohio university (main campus),united states,803,803.0,38.992,38.992,63.37899543378995,32.00633038361232
Isra University (Jordan),Jordan,2026,THE,804.0,38.974,isra university (jordan),jordan,804,804.0,38.974,38.974,63.33333333333333,31.986269308784514
Chang Gung University,Taiwan,2026,THE,805.0,38.972,chang gung university,taiwan,805,805.0,38.972,38.972,63.287671232876704,31.984040300470323
Bharathiar University,India,2026,THE,806.0,38.9675,bharathiar university,india,806,806.0,38.9675,38.9675,63.242009132420094,31.97902503176337
Baylor University,United States,2026,THE,807.0,38.9465,baylor university,united states,807,807.0,38.9465,38.9465,63.19634703196348,31.955620444464255
Qassim University,Saudi Arabia,2026,THE,808.0,38.9424999999999,qassim university,saudi arabia,808,808.0,38.9424999999999,38.9424999999999,63.15068493150685,31.95116242783575
Fuzhou University,China,2026,THE,809.0,38.9024999999999,fuzhou university,china,809,809.0,38.9024999999999,38.9024999999999,63.10502283105023,31.90658226155172
"University of Engineering and Technology, Taxila",Pakistan,2026,THE,810.0,38.9009999999999,"university of engineering and technology, taxila",pakistan,810,810.0,38.9009999999999,38.9009999999999,63.0593607305936,31.90491050531607
Kurdistan University of Medical Sciences,Iran,2026,THE,811.0,38.885,kurdistan university of medical sciences,iran,811,811.0,38.885,38.885,63.013698630136986,31.887078438802575
William & Mary,United States,2026,THE,812.0,38.8835,william & mary,united states,812,812.0,38.8835,38.8835,62.96803652968036,31.885406682566924
Northeast Agricultural University,China,2026,THE,813.0,38.876,northeast agricultural university,china,813,813.0,38.876,38.876,62.92237442922375,31.877047901388668
Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,2026,THE,814.0,38.8495,pontifical catholic university of rio de janeiro (puc-rio),brazil,814,814.0,38.8495,38.8495,62.87671232876713,31.84751354122551
JÃ¶nkÃ¶ping University,Sweden,2026,THE,815.0,38.8384999999999,jã¶nkã¶ping university,sweden,815,815.0,38.8384999999999,38.8384999999999,62.8310502283105,31.835253995497286
Future University in Egypt,Egypt,2026,THE,816.0,38.7529999999999,future university in egypt,egypt,816,816.0,38.7529999999999,38.7529999999999,62.78538812785388,31.739963890065198
Birjand University of Medical Sciences,Iran,2026,THE,817.0,38.692,birjand university of medical sciences,iran,817,817.0,38.692,38.692,62.73972602739726,31.671979136482182
"Birla Institute of Technology and Science, Pilani",India,2026,THE,818.0,38.69,"birla institute of technology and science, pilani",india,818,818.0,38.69,38.69,62.694063926940636,31.669750128167973
Oxford Brookes University,United Kingdom,2026,THE,819.0,38.6359999999999,oxford brookes university,united kingdom,819,819.0,38.6359999999999,38.6359999999999,62.648401826484026,31.609566903684446
Shahroud University of Medical Sciences,Iran,2026,THE,820.0,38.5915,shahroud university of medical sciences,iran,820,820.0,38.5915,38.5915,62.6027397260274,31.559971468693583
Jawaharlal Nehru University,India,2026,THE,821.0,38.5834999999999,jawaharlal nehru university,india,821,821.0,38.5834999999999,38.5834999999999,62.55707762557078,31.551055435436666
Leeds Beckett University,United Kingdom,2026,THE,822.0,38.5725,leeds beckett university,united kingdom,822,822.0,38.5725,38.5725,62.51141552511415,31.538795889708666
National Technical University of Athens,Greece,2026,THE,823.0,38.5325,national technical university of athens,greece,823,823.0,38.5325,38.5325,62.465753424657535,31.494215723424645
Jordan University of Science and Technology,Jordan,2026,THE,824.0,38.5284999999999,jordan university of science and technology,jordan,824,824.0,38.5284999999999,38.5284999999999,62.42009132420091,31.489757706796134
RUDN University,Russian Federation,2026,THE,825.0,38.509,rudn university,russian federation,825,825.0,38.509,38.509,62.374429223744286,31.468024875732787
Kerman University of Medical Sciences,Iran,2026,THE,826.0,38.4924999999999,kerman university of medical sciences,iran,826,826.0,38.4924999999999,38.4924999999999,62.328767123287676,31.449635557140514
University of JaÃ©n,Spain,2026,THE,827.0,38.4864999999999,university of jaã©n,spain,827,827.0,38.4864999999999,38.4864999999999,62.28310502283105,31.44294853219791
Robert Gordon University,United Kingdom,2026,THE,828.0,38.43,robert gordon university,united kingdom,828,828.0,38.43,38.43,62.23744292237443,31.379979047321843
Rafsanjan University of Medical Sciences,Iran,2026,THE,829.0,38.337,rafsanjan university of medical sciences,iran,829,829.0,38.337,38.337,62.19178082191781,31.276330160711503
PanthÃ©on-Sorbonne University â€“ Paris 1,France,2026,THE,830.0,38.3325,panthã©on-sorbonne university â€“ paris 1,france,830,830.0,38.3325,38.3325,62.146118721461185,31.271314892004547
